,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
2013-10-24 17:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-24 18:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-24 19:00:00-05:00,0.0,3660.0,3150.0,0,3660.0,,,,,3660.0,3660.0,0,0.0
2013-10-24 20:00:00-05:00,3.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-24 21:00:00-05:00,0.0,3660.0,3150.0,0,3660.0,,,,,3660.0,3660.0,0,0.0
2013-10-24 22:00:00-05:00,0.0,3660.0,3150.0,0,3660.0,,,,,3660.0,3660.0,0,0.0
2013-10-24 23:00:00-05:00,0.0,3660.0,3150.0,0,3660.0,,,,,3660.0,3660.0,0,0.0
2013-10-25 00:00:00-05:00,0.0,3660.0,3150.0,0,3660.0,,,,,3660.0,3660.0,0,0.0
2013-10-25 01:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 02:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 03:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 04:00:00-05:00,4.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 05:00:00-05:00,1.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 06:00:00-05:00,1.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 07:00:00-05:00,0.0,3660.0,3150.0,0,3660.0,,,,,3660.0,3660.0,0,0.0
2013-10-25 08:00:00-05:00,0.0,3660.0,3150.0,0,3660.0,,,,,3660.0,3660.0,0,0.0
2013-10-25 09:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 10:00:00-05:00,6.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 11:00:00-05:00,8.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 12:00:00-05:00,9.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 13:00:00-05:00,9.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 14:00:00-05:00,9.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 15:00:00-05:00,7.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 16:00:00-05:00,6.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 17:00:00-05:00,1.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 18:00:00-05:00,4.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 19:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 20:00:00-05:00,4.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 21:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 22:00:00-05:00,3.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-25 23:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-26 00:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-26 01:00:00-05:00,2.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-26 02:00:00-05:00,4.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-26 03:00:00-05:00,1.0,8310.0,3150.0,0,8310.0,,,,,8310.0,8310.0,0,0.0
2013-10-26 04:00:00-05:00,0.0,3660.0,3150.0,0,3660.0,,,,,3660.0,3660.0,0,0.0
